Guid,AccountId,ParentId,SuppliedName,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Subject,Priority,Description,ClosedDate,IsEscalated,Comments,Application__c,TypeDetail__c
832394ac-1ddb-4feb-bba1-4d0686d970eb,f201a8b5-892c-400d-9682-4990f9a1dce0,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
c14aa0f6-b4c3-4c7d-ba4b-17065d0d2f6b,63fdd273-afb5-4199-8e23-78e5a4009a70,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
0d0ca988-b7f5-4743-b6d3-fe2ff7396e8b,43547b09-c370-49a9-b111-30fc6d163f4a,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,2024-07-08T17:25:58.000Z,false,#N/A,#N/A,#N/A
f0a4ffba-facd-4a88-8dd7-fafe99765ed0,73f4a7dd-238e-4b8a-a412-8a972076b2ae,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
52bd8776-6546-4a45-b5eb-329ec84685ee,be4c551a-2110-497b-9608-fc23b06e0c1e,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
9c34ccf2-40e1-4a59-9908-60c1400a6278,b1123756-2f04-49ca-8a62-397eabe9f8f3,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
f5bf2048-426e-4f55-a37e-7e9c9668ba47,1ac7a95c-7fcb-4831-9011-61b6cc662322,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
2289b5ce-05a9-4530-91ab-c036c90a6412,8967b4af-b583-41b8-8f4b-664b151c849e,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
7d0e4373-6786-4d24-9bfc-80b1fe66c47b,06b58a9d-3446-4662-9e70-0edae5af5ec3,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,2024-07-08T17:26:12.000Z,false,#N/A,#N/A,#N/A
07556eae-ce06-4936-9086-bca0e4a1ebad,4441ca6d-9069-4c67-8178-7d1688499c43,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
856d9169-fb89-48d2-b725-93138ecb6be8,894f8589-e3d9-445e-a952-a4e403b80bec,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,2024-07-08T17:26:08.000Z,false,#N/A,#N/A,#N/A
845b7bfc-c731-4b78-b51c-f18568dba982,c3ef52d4-e312-4235-9d1e-421d99fcb4c0,#N/A,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
2999bf97-2711-42f7-b974-bc098209f0a4,de262055-40a5-44b0-893f-4433694d5773,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,2024-01-23T17:22:43.000Z,false,#N/A,#N/A,#N/A
34abd8a8-f360-4383-bb20-3a54c3822a32,e1108d64-a191-4974-9509-f69edb40da89,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
fc1f16ec-6b74-493e-aaa4-675906531293,5cb2d660-265f-406b-aff8-0199ef4734bc,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
e8c637c8-9843-4d63-9ad5-9f48ce9a3211,6a2b8141-cf6d-44a8-9d1a-f12938932a0a,#N/A,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
1f1e120f-d8f5-4b03-a21e-bb6792579c1b,4166c957-a99c-4a21-9a3a-d095511a9dc5,#N/A,#N/A,#N/A,#N/A,Problem,New,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
6baa2cda-ff86-4fd7-960a-a1d7fcf1a138,6f5d53e3-8f99-40b8-8d5b-152e482abfa8,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
d403300c-2797-4208-b688-c99e9fcff131,593e57e6-f887-44cb-81b8-495ed55f901d,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
d8a64489-770e-457f-9ed0-afc8f2ca01c7,7332dcfe-b9c4-46e3-9b94-8dd16050d09a,#N/A,#N/A,#N/A,#N/A,Problem,New,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
64620531-b7c1-4aea-a7f8-000deb0c05d0,21a3a250-7f30-4567-8bbe-4d2f7dea53a6,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Table Grouping in Excel,Medium,EMEA Case,#N/A,false,#N/A,#N/A,#N/A
5adb378c-3840-4521-bf70-92dec82ad5ae,c2cf7f1b-9cd4-4295-a680-fb47054fefa2,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
55b01bc4-3908-4fe6-be94-4951bdc6b9e4,faf73a0b-3ce6-4660-9ade-528e49e80c9d,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
85ccc6ad-7232-41c3-b789-4c3eb23e96a7,e8170421-8e19-4de3-9aca-a1b61203691a,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
d80f9546-b392-490d-9ee8-a489dd93f62b,6efb41e0-1c0d-47b2-94d7-149bbfbc33e9,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,2024-01-23T17:23:00.000Z,false,#N/A,#N/A,#N/A
54b769e7-c6dd-4609-a6b5-af9d161f197d,9df0961e-209e-48bf-93dc-102939073509,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
3565dd85-f963-47f3-8c67-134c4d117a88,64add3eb-e64a-402e-980a-040c02cc58e8,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
593e9e9d-3787-450d-b97f-8aec36a366e3,3a383997-f6ae-4afb-b0b2-2fc524ef417c,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
67ad8bcb-4e57-442b-aa98-e09151271dc8,23740f20-8a70-472c-a64b-562bb7ab5a1e,#N/A,#N/A,#N/A,#N/A,Question,Closed,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,2024-01-23T17:22:48.000Z,false,#N/A,#N/A,#N/A
c0f2fc03-8768-428c-885b-721a8bc310af,602adfdb-6dbd-4c85-8125-079374856c4b,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
22241158-7dfc-4632-8186-05be0c0919b8,ebebb9d4-51fb-4288-b39c-02b211a84b1d,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
2ebba5e4-5a87-4b42-bfa1-a2ce22bfbed5,3b1fec5c-83cd-4f57-87e7-52b063b75b29,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
1d2e0b53-ae83-4779-87ec-9628fd9bbd25,b181595c-ed58-4a1c-8b59-f79a309604ff,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
0b4f4621-9d43-4193-b377-f4f2d5d10795,0c97cb98-6ba0-4b54-8c37-a01008a0b60f,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
4cb41836-b858-40b8-9c4f-db2b082c5122,a0953ff1-65b2-46bc-bd96-0d0074ee4315,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
70dc5b47-8128-4cec-984b-d622296dec04,d8c7b193-6129-4281-9156-a6f409069e5a,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
a39a10e9-9219-4738-be0e-5687c099a300,1ac7a95c-7fcb-4831-9011-61b6cc662322,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
8eedd698-2406-4559-b557-feeb448cd6ae,11451e05-1530-484d-b88b-32af8f3e7286,#N/A,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
4f2858a0-cd3a-4c66-b1c4-0ff4e7e62f6d,75290905-ccb5-4ffe-aaa2-fbe28a8ccf04,#N/A,#N/A,#N/A,#N/A,Question,Closed,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,2024-07-08T17:25:58.000Z,false,#N/A,#N/A,#N/A
45e44848-16b6-4a35-a7d9-77a7dec190d7,21963b93-16f0-4653-aa2c-ac6dd54c32a3,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
1131c1aa-2d63-44ec-be4e-0999ca08c2e6,60d162c6-7a7a-4943-8316-093a1c411a16,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
55917a0d-fac5-431b-babe-2bd8f716ee13,0c2fa1b1-05bb-4725-8a91-346d7f7906b2,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
7e23f3fc-fe47-4c26-a93c-f3d38481f02c,31189af5-80ee-411b-9519-3f22deb5609d,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,User didn't attend training,Some fields not populating in Excel template,Medium,Prefers Direct Phone Outreach,#N/A,false,#N/A,#N/A,#N/A
5005be2c-2262-45fc-b33d-33d25a249e50,5ede1a1d-09b6-4fad-9c82-9eb68b549599,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
0111ac28-eb8f-4de1-897c-d44825e7682a,5a41c845-68a3-4c3e-bfb3-9ffcc3cf1aed,#N/A,#N/A,#N/A,#N/A,Question,Closed,New problem,Updated installation guide for Inventory Management Suite,Medium,EMEA Case,2024-07-08T17:26:10.000Z,false,#N/A,#N/A,#N/A
252af9d8-eae1-4cc3-9155-a0a0a76356f2,444706ae-6af3-421c-a33d-b5b36aafee4f,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
a83a8cac-cda5-435c-a748-46fddb46e0e3,cfecbe38-6b08-48cd-91ae-1e23dfbeb32b,#N/A,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,Installing Software on my new Device,Medium,We just hired 3 new Sales Reps and would like to assign them Sales Enablement Suite licenses.,#N/A,false,#N/A,#N/A,#N/A
66129da3-a23b-4563-8322-5f151826361d,1a573f48-05a0-44cb-a56b-57ea7656f39c,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,Emergency shut-off button isn't red,Medium,Is it possible to change the color of the emergency shut-off button?  It really needs to be red.,2024-07-08T17:26:00.000Z,false,#N/A,#N/A,#N/A
71250963-06a4-4be3-9881-9757bf6b36d4,b181595c-ed58-4a1c-8b59-f79a309604ff,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
62808254-2924-49c2-99d0-422f8846b29a,75561466-193e-4eae-bd1e-41249cd5ad5d,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
6dee395e-ff75-42fb-a429-ade5f6b26a66,94997453-23d3-4979-bba0-8f783b51bfa7,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
0c33976b-3f30-4218-932c-65af19d0d921,e1108d64-a191-4974-9509-f69edb40da89,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
d56f237c-dfa8-4bb0-936c-8aa371bd53d8,6801f59e-2b7f-46e0-bc2e-7dc517f5e9ee,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
51ba75ad-967c-4714-8ecf-425ade8cb0c2,63fdd273-afb5-4199-8e23-78e5a4009a70,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
c38eb3cb-4bc0-49e1-967a-cbd3927278a5,86899412-c139-4fcf-a358-6f7212175fa8,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
8ec9f4c6-fed2-41ee-981b-e71a475b54ab,643f2698-fa33-483c-9758-34ae640d01c5,#N/A,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
ebc49833-a067-4e52-8f8f-d282c75b5289,67703094-d179-4664-a050-b1737b793a14,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
c119113d-d16e-4d64-b17a-75748ad2dcee,14973ff5-6643-4fef-ac33-b120faf0f368,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
77fba2e1-1cbd-4597-a5d3-e31aa7a5538d,8f9646d2-4d4a-44a4-abb4-df756e0bc748,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
c26b9b62-7f19-46a0-aa34-670cfa635d64,f75135a1-e52b-4e98-b857-c7ee366e75a8,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
3251c7e2-2af2-4f46-990e-a31c9952cc88,ea362c3a-041d-4491-b94b-c36022d927a5,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
6e894212-5e78-46fd-8e7e-8f4ab1326a88,a9c34920-c040-4e6d-ae36-6c3812555843,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,2024-07-08T17:26:12.000Z,false,#N/A,#N/A,#N/A
4baeed63-e630-4987-a363-48773eef3aeb,4441ca6d-9069-4c67-8178-7d1688499c43,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,2024-01-23T17:22:48.000Z,false,#N/A,#N/A,#N/A
b7ab943e-ca6c-40b9-bbd0-4b17ad8b0ae1,e30d4c33-46ed-4586-b30b-e7996e2578f2,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
7b09e2a7-d2fb-486c-9ba2-f0aec63b264c,af6e3414-df1f-4809-ade2-0831d5fd18ce,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
2da9b085-c882-437f-8450-bd36a820fc7d,64add3eb-e64a-402e-980a-040c02cc58e8,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
587eab7e-4b19-4ca0-8593-fe1907ebc3e0,1ac7a95c-7fcb-4831-9011-61b6cc662322,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
5b26ac34-aad4-4a19-a0f4-a479a90135df,0c2fa1b1-05bb-4725-8a91-346d7f7906b2,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
78494b80-c702-4654-a543-c55478ea5e8e,64b914dc-3ad3-4059-9b9d-47571e793885,#N/A,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
92964b2c-cdc5-4696-8421-67d116dbcfd7,1eba05f0-9b06-4646-a568-59357d55d27c,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
332db952-2499-4313-842f-f16684f2c134,4441ca6d-9069-4c67-8178-7d1688499c43,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,2024-01-23T17:23:00.000Z,false,#N/A,#N/A,#N/A
e24be499-b8b3-448d-a11a-e06fcd3ee8ec,55e19d49-2142-4b85-afc8-e0b3dccd8530,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
3d993f94-bff0-409a-8f56-284379cf2206,7d9c5159-f400-49df-a6d4-b6cae24e025d,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
8702aa96-afa3-4a6c-b1a7-78b7fdc28e7e,7dabcdcc-5254-4656-b08b-9194fe0e2f7f,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
3eb1b862-a70f-4207-bc48-06d188c93cd2,fa31c6d5-6778-438a-aa0d-960bed0f18c7,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
fdf6082a-fed5-4f71-9d82-fc4da25b49e5,b3557f32-9d69-403f-8af4-e98d24309bee,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
8948a54c-a006-48bb-8fff-733cb984b11d,cc4a551d-9b1e-436c-8750-9d01a7474ff8,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
503e4241-e1a6-4418-bd1e-101db7d318c5,6a2b8141-cf6d-44a8-9d1a-f12938932a0a,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
d0c03dbb-f098-442b-83f7-c185b6583828,01528c6b-7d06-4630-8809-ad94e1b99e28,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
1bdbf354-7063-4630-8745-bedc2a0557e5,e0738b06-c318-4efb-921c-e9f5ff9d1b22,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
46d0654c-1608-4544-bd1c-05d347e51ef3,cdca084d-4d35-4407-923a-8bbae659e7f2,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
6c680cdf-85ff-499c-8a98-161e8ae84707,dd3688ac-aa62-433c-8966-3475c66df60e,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
86b8abf1-3801-425d-936a-2d47cf4815ff,5747a8f2-c5b5-4779-a248-e89498407b05,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
ed2e96a2-c5b2-41f1-90bf-604e5ef366f1,de478046-4bb2-42c9-819f-9e5cacf5389f,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
23d728c7-7ed1-40b4-87fb-e34b8918d51b,0abf3191-6245-4032-a1a3-e9e79f4b6a60,#N/A,#N/A,#N/A,#N/A,Problem,Closed,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,2024-01-23T17:22:43.000Z,false,#N/A,#N/A,#N/A
755d46ab-fc58-4a00-b4e7-292b0bd8f479,05aaf4f8-5e6b-417f-a809-0f40ec9488bf,#N/A,#N/A,#N/A,#N/A,Problem,New,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
6c7ecc93-2373-44a7-aac7-df891ec3e1db,01528c6b-7d06-4630-8809-ad94e1b99e28,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
ff73fa7d-7e48-4e26-a61d-42f8ed2d0eae,82de2384-eddb-4239-9a6e-75f6b366e0ca,#N/A,#N/A,#N/A,#N/A,Question,On Hold,Complex functionality,Adding to dynamic QM/ link,Medium,EMEA Case,#N/A,false,#N/A,#N/A,#N/A
4564808a-da9d-47a8-8f87-b5938e96b190,0494e194-0f24-4856-8138-6a27c753d6cd,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
faf2d9bb-5673-4b2a-9382-e6a9dc706504,4bc4be38-5479-40fd-8ca7-57edbb2f3ae0,#N/A,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,Assistance with Invoice button and template,Medium,EMEA Case,#N/A,false,#N/A,#N/A,#N/A
c618c9f2-5271-4ff2-9fb8-9c6417f812be,b2605d64-a117-4cb1-b282-e61065f6784b,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
e78c9d4f-a7c6-4d18-b738-ccfb790e41ba,504f0962-9a72-49f4-970e-901470d7edf8,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
d3e9cd70-3082-4b3a-bd22-c393476e3f0b,8f1912e4-5e5a-4b23-b460-276028d0cfca,#N/A,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
