Guid,Name,ProductCode,Description,IsActive,Family,IsSerialized,ExternalId,DisplayUrl,QuantityUnitOfMeasure,StockKeepingUnit,Type,SBQQ__AssetAmendmentBehavior__c,SBQQ__AssetConversion__c,SBQQ__BatchQuantity__c,SBQQ__BillingFrequency__c,SBQQ__BillingType__c,SBQQ__BlockPricingField__c,SBQQ__ChargeType__c,SBQQ__Component__c,SBQQ__CompoundDiscountRate__c,SBQQ__ConfigurationEvent__c,SBQQ__ConfigurationFieldSet__c,SBQQ__ConfigurationFields__c,SBQQ__ConfigurationFormTitle__c,SBQQ__ConfigurationType__c,SBQQ__ConfigurationValidator__c,SBQQ__ConfiguredCodePattern__c,SBQQ__ConfiguredDescriptionPattern__c,SBQQ__CostEditable__c,SBQQ__CustomConfigurationPage__c,SBQQ__CustomConfigurationRequired__c,SBQQ__CustomerCommunityAvailability__c,SBQQ__DefaultPricingTable__c,SBQQ__DefaultQuantity__c,SBQQ__DescriptionLocked__c,SBQQ__DiscountCategory__c,SBQQ__DiscountSchedule__c,SBQQ__DynamicPricingConstraint__c,SBQQ__EnableLargeConfiguration__c,SBQQ__ExcludeFromMaintenance__c,SBQQ__ExcludeFromOpportunity__c,SBQQ__ExternallyConfigurable__c,SBQQ__GenerateContractedPrice__c,SBQQ__HasConfigurationAttributes__c,SBQQ__HasConsumptionSchedule__c,SBQQ__Hidden__c,SBQQ__HidePriceInSearchResults__c,SBQQ__IncludeInMaintenance__c,SBQQ__NewQuoteGroup__c,SBQQ__NonDiscountable__c,SBQQ__NonPartnerDiscountable__c,SBQQ__OptionLayout__c,SBQQ__OptionSelectionMethod__c,SBQQ__Optional__c,SBQQ__PriceEditable__c,SBQQ__PricingMethodEditable__c,SBQQ__PricingMethod__c,SBQQ__ProductPictureID__c,SBQQ__QuantityEditable__c,SBQQ__QuantityScale__c,SBQQ__ReconfigurationDisabled__c,SBQQ__RenewalProduct__c,SBQQ__SortOrder__c,SBQQ__Specifications__c,SBQQ__SubscriptionBase__c,SBQQ__SubscriptionCategory__c,SBQQ__SubscriptionPercent__c,SBQQ__SubscriptionPricing__c,SBQQ__SubscriptionTarget__c,SBQQ__SubscriptionTerm__c,SBQQ__SubscriptionType__c,SBQQ__TaxCode__c,SBQQ__Taxable__c,SBQQ__TermDiscountLevel__c,SBQQ__TermDiscountSchedule__c,SBQQ__UpgradeCredit__c,SBQQ__UpgradeRatio__c,SBQQ__UpgradeSource__c,SBQQ__UpgradeTarget__c
cbb28d65-f5ed-487b-af75-6c0ed2f86ef1,Business Cloud Storage,CS2,Business Cloud Storage,true,Cloud Storage,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46T,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2dd23f6d-93bc-475a-bfcb-af1fb4d9a34f,2,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
bb41ba3e-8e0a-4589-ac9d-087210e5f3d5,Dr. Prod Syrup,POP-R-2,6 Gallon Bag in Box Syrup- Recurring,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,Fixed Price,#N/A,1.0,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7b597676-f110-4991-a8d7-ab6a83311038,Release Root Beer Syrup,POP-OT-7,11 Gallon Bag in Box Syrup- One time,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,One-time,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2dcab4ff-ac6e-4464-b869-01694d66fc73,Pumpkin Sandbox Latte,COF-R-3,1 24-count Box of K-Cups Pods- Recurring,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,Fixed Price,#N/A,1.0,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
e8eebcf9-fd5a-45a8-9cc6-940de3050787,3,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
44c8f678-d484-4bf4-8374-d5b23f7288d3,Low-Code Lemon-Lime Syrup,POP-OT-4,8 Gallon Bag in Box Syrup- One time,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,One-time,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07494e2a-eb32-4cce-b058-50b387748a64,1,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1b69f2bc-de11-41af-8ce3-ee67f2f797a5,Go-Live Grape Syrup,POP-R-5,9 Gallon Bag in Box Syrup- Recurring,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,Fixed Price,#N/A,1.0,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ad044243-761d-41ee-beda-f7a4fb2a675f,Data Center Security Firewall,N4,Data Center Security Firewall,true,Network,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,100.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,#N/A,false,false,false,#N/A,015am000001X46U,true,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
f105878a-1eb3-424a-9de4-1e29b675ce59,Business Plus Cloud Storage,CS3,Business Plus Cloud Storage,true,Cloud Storage,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,10.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,#N/A,false,false,false,#N/A,015am000001X46T,true,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
b1dd2ccd-ebf5-40ca-ae3b-a145163837b9,1-5 User Training,T0,1-5 User Training,true,Training,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46Q,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
73ec7256-b12a-4b97-994f-6c26eab3b576,p,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
210caecf-5084-42d1-b425-9b27f619db7d,Additional Cloud Storage,CS6,Additional Cloud Storage,true,Cloud Storage,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,5.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,#N/A,false,false,false,#N/A,015am000001X46T,true,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
322e1edf-070f-44ca-9571-ae5e7562ee0e,Enterprise Security Firewall,N3,Enterprise Security Firewall,true,Network,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,100.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,#N/A,false,false,false,#N/A,015am000001X46U,true,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
fe342ba6-25a8-4114-9964-1a25b93299f7,Deploy Dew Syrup,POP-OT-3,7 Gallon Bag in Box Syrup- One time,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,One-time,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4ad6ac25-b287-4e0d-ab09-51f87c9df1b3,Best Sellers Varieties Curated Collection,COF-OT-1,8 24-count Boxes of our best selling blends.- One time,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,One-time,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
d09a356f-78c2-4b79-933a-e3659cbeac29,Pumpkin Sandbox Latte,COF-OT-3,1 24-count Box of K-Cups Pods- One time,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,One-time,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
0f68bed6-5b89-48f5-8f33-74022b420e34,Org-to-Org Orange Syrup,POP-R-6,10 Gallon Bag in Box Syrup- Recurring,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,Fixed Price,#N/A,1.0,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
b2597ab4-0463-4f41-9d6b-38ba0e4404e0,Uptime Espresso,COF-OT-6,1 24-count Box of K-Cups Pods- One time,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
93e55779-5125-4849-b143-de11a51b0a07,Andreana Testtttt,sdfcdv1,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,Allow Refund,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,true,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,3.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,true,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
505d4629-aef0-4d1f-bf99-e21e69a2ce6e,Security Certification Training: Basic,SC1,Security Certification Training: Basic,true,Training,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,5.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46V,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a93013a7-5a56-4175-8c71-17ee3d5dc9b0,Deployment Dark Roast,COF-R-4,1 24-count Box of K-Cups Pods- Recurring,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,Fixed Price,#N/A,1.0,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
f790d890-a9be-467f-b6c2-fca9affa3749,Secure Event Manager,SM2,Secure Event Manager,true,Security Management,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,10.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46P,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
587555f8-a1c8-43bd-b2f7-8a0950e8f33f,Vulnerability Testing: Omega,VT1,Vulnerability Testing: Omega,true,Professional Services,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,#N/A,false,false,false,#N/A,015am000001X46W,true,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
f6b03ec5-a093-4c2d-9cfe-b227aebf7511,6-25 User Training,T1,6-25 User Training,true,Training,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46Q,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6360a62b-6c28-4fff-a738-7beee20745a8,Soda Starter Bundle,SSB-B,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,Always,#N/A,#N/A,#N/A,Required,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,One-time,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2462c147-64b3-4beb-b122-f4f07848f92d,Platinum Consulting Plan,PS3,Platinum Consulting Plan,true,Professional Services,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46N,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5884b067-ea5b-4b97-8234-63b6cfad2b4b,4,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1a948bfb-adfb-494c-9f50-985133d5e516,KCup Recycling Program,SRV-R-1,"K-Cycle™ bins are bundled in packs of five (5), for offices that brew 24 K-Cup® pods or more a day - 450 K-Cup® pods per bin. Single bins are not available.- Recurring
 
EACH BIN INCLUDES
1. Pre-paid UPS return label affixed to bin
2. Pre-affixed bag and zip tie seal for brewed K-Cup® pod collection",false,SRV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,true,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,Fixed Price,#N/A,1.0,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9bd17e39-9170-45df-9643-52ea87ac0e4f,Coffee Starter Bundle,CSB-B,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,Always,#N/A,#N/A,#N/A,Required,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,One-time,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
39291f85-5d3f-424a-b0c7-88d703896aae,Business Password Vault,PV2,Business Password Vault,true,Password Vault,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,50.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,#N/A,false,false,false,#N/A,015am000001X46a,true,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
efb0fde0-5cb5-4694-95cc-f903bc122e0f,Secure Endpoint Compliance Manager,SM3,Secure Endpoint Compliance Manager,true,Security Management,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,5.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,#N/A,false,false,false,#N/A,015am000001X46X,true,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
bd00b4fc-02e9-4169-903d-5390866c95e8,25+ User Training,T2,25+ User Training,true,Training,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46Q,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2669abdf-5715-4cce-9ee5-d69b494763c4,Deployment Dark Roast,COF-OT-4,1 24-count Box of K-Cups Pods- One time,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,One-time,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
